date,product_type,region_id,Quantity
2019-12-17,2,05,1448
2019-12-17,2,07,315
2019-12-17,2,09,80
2019-12-17,2,11,140
2019-12-17,2,13,276
2019-12-17,2,21,2754
2019-12-17,2,23,32
2019-12-17,3,01,126
2019-12-17,3,05,12
2019-12-17,3,23,16
2019-12-17,4,01,33
2019-12-17,4,03,20
2019-12-17,4,11,8
2019-12-17,4,13,2
2019-12-17,5,07,24
2019-12-17,7,01,55
2019-12-17,7,03,50
2019-12-17,7,05,30
2019-12-17,8,01,1003
2019-12-17,8,03,10
2019-12-17,8,05,136
2019-12-17,8,07,18
2019-12-17,8,09,20
2019-12-17,8,11,22
2019-12-17,8,13,2
2019-12-17,8,21,960
2019-12-17,9,01,19
2019-12-19,1,01,92
2019-12-19,2,01,2289
2019-12-19,2,05,262
2019-12-19,2,07,72
2019-12-19,3,01,20
2019-12-19,3,05,12
2019-12-19,4,01,8
2019-12-19,4,05,7
2019-12-19,4,07,2
2019-12-19,7,01,295
2019-12-19,7,07,28
2019-12-19,8,01,540
2019-12-19,8,05,52
2019-12-19,8,07,52
2019-12-19,9,01,3
2019-12-20,1,01,236
2019-12-20,1,02,6
2019-12-20,2,01,7916
2019-12-20,2,02,677
2019-12-20,2,04,43
2019-12-20,2,05,228
2019-12-20,2,08,592
2019-12-20,3,01,69
2019-12-20,4,01,227
2019-12-20,4,02,2
2019-12-20,4,04,2
2019-12-20,5,01,86
2019-12-20,7,01,563
2019-12-20,8,01,2704
2019-12-20,8,02,42
2019-12-20,8,08,12
2019-12-20,9,01,27
2019-12-21,1,01,24
2019-12-21,1,12,18
2019-12-21,2,01,3099
2019-12-21,2,02,24
2019-12-21,2,04,5700
2019-12-21,2,07,246
2019-12-21,2,12,110
2019-12-21,2,13,90
2019-12-21,3,01,4
2019-12-21,4,01,13
2019-12-21,5,01,24
2019-12-21,7,01,65
2019-12-21,8,01,480
2019-12-21,8,04,968
2019-12-21,8,07,108
2019-12-21,8,13,95
2019-12-21,9,01,2
2019-12-22,1,13,100
2019-12-22,2,01,1440
2019-12-22,2,02,48
2019-12-22,2,13,626
2019-12-22,4,01,18
2019-12-22,6,01,400
2019-12-22,7,01,6
2019-12-22,8,01,368
2019-12-22,8,02,40
2019-12-22,8,13,25
2019-12-23,1,01,253
2019-12-23,1,05,25
2019-12-23,2,01,1183
2019-12-23,2,05,803
2019-12-23,2,07,107
2019-12-23,4,01,21
2019-12-23,5,01,39
2019-12-23,7,01,93
2019-12-23,8,01,530
2019-12-23,8,05,100
2019-12-23,9,01,42
2020-01-02,1,01,700
2020-01-02,1,02,18
2020-01-02,1,07,25
2020-01-02,2,01,9334
2020-01-02,2,02,179
2020-01-02,2,04,65
2020-01-02,2,05,47
2020-01-02,2,07,298
2020-01-02,2,09,128
2020-01-02,2,21,207
2020-01-02,2,23,186
2020-01-02,3,01,28
2020-01-02,3,04,24
2020-01-02,4,01,550
2020-01-02,4,04,2
2020-01-02,4,07,6
2020-01-02,4,21,42
2020-01-02,6,01,6
2020-01-02,7,01,378
2020-01-02,8,01,2540
2020-01-02,8,04,20
2020-01-02,8,05,12
2020-01-02,8,07,134
2020-01-02,8,09,64
2020-01-02,8,23,10
2020-01-03,1,01,370
2020-01-03,1,22,58
2020-01-03,2,01,5584
2020-01-03,2,02,493
2020-01-03,2,05,374
2020-01-03,2,06,13
2020-01-03,2,07,669
2020-01-03,2,13,146
2020-01-03,2,22,1553
2020-01-03,3,01,47
2020-01-03,3,22,33
2020-01-03,4,01,246
2020-01-03,4,22,62
2020-01-03,7,01,164
2020-01-03,7,13,15
2020-01-03,7,22,28
2020-01-03,8,01,1194
2020-01-03,8,02,81
2020-01-03,8,05,10
2020-01-03,8,06,12
2020-01-03,8,13,6
2020-01-03,8,22,391
2020-01-03,9,01,9
2020-01-04,1,01,146
2020-01-04,1,02,120
2020-01-04,1,07,37
2020-01-04,2,01,11350
2020-01-04,2,02,196
2020-01-04,2,05,90
2020-01-04,2,07,504
2020-01-04,3,01,104
2020-01-04,3,02,12
2020-01-04,3,05,18
2020-01-04,4,01,130
2020-01-04,4,07,10
2020-01-04,5,01,24
2020-01-04,7,01,846
2020-01-04,8,01,4540
2020-01-04,8,07,162
2020-01-04,9,01,9
2020-01-05,1,01,49
2020-01-05,2,01,2687
2020-01-05,2,05,543
2020-01-05,3,01,18
2020-01-05,3,05,48
2020-01-05,4,01,36
2020-01-05,7,01,76
2020-01-05,8,01,306
2020-01-05,8,05,48
2020-01-06,1,01,464
2020-01-06,2,01,4137
2020-01-06,2,04,2802
2020-01-06,2,05,471
2020-01-06,2,13,56
2020-01-06,3,01,6
2020-01-06,4,01,247
2020-01-06,6,01,1
2020-01-06,7,01,72
2020-01-06,8,01,1159
2020-01-06,8,04,72
2020-01-06,8,05,82
2020-01-06,9,01,5
2020-01-07,1,01,275
2020-01-07,1,07,101
2020-01-07,2,01,4904
2020-01-07,2,02,362
2020-01-07,2,05,60
2020-01-07,2,07,502
2020-01-07,2,08,152
2020-01-07,3,01,25
2020-01-07,4,01,76
2020-01-07,5,01,24
2020-01-07,5,07,48
2020-01-07,7,01,167
2020-01-07,8,01,607
2020-01-07,8,07,145
2020-01-08,1,01,167
2020-01-08,1,05,4
2020-01-08,2,01,8125
2020-01-08,2,05,542
2020-01-08,2,18,148
2020-01-08,3,01,51
2020-01-08,3,05,12
2020-01-08,4,01,64
2020-01-08,5,01,72
2020-01-08,7,01,70
2020-01-08,8,01,1898
2020-01-08,8,05,87
2020-01-08,8,18,24
2020-01-08,9,01,37
2020-01-09,1,01,878
2020-01-09,2,01,15620
2020-01-09,2,03,2836
2020-01-09,2,06,159
2020-01-09,2,07,2184
2020-01-09,2,10,485
2020-01-09,3,01,126
2020-01-09,4,01,489
2020-01-09,4,06,26
2020-01-09,5,01,48
2020-01-09,7,01,500
2020-01-09,8,01,4334
2020-01-09,8,06,24
2020-01-09,9,01,8
2020-01-11,1,01,372
2020-01-11,1,02,6
2020-01-11,2,01,11896
2020-01-11,2,02,994
2020-01-11,2,07,792
2020-01-11,3,01,273
2020-01-11,4,01,143
2020-01-11,7,01,81
2020-01-11,8,01,1883
2020-01-11,8,02,23
2020-01-11,8,07,102
2020-01-12,1,01,194
2020-01-12,2,01,19862
2020-01-12,2,02,444
2020-01-12,2,05,204
2020-01-12,2,07,347
2020-01-12,3,01,333
2020-01-12,3,05,24
2020-01-12,4,01,55
2020-01-12,4,05,13
2020-01-12,5,01,12
2020-01-12,5,02,24
2020-01-12,7,01,93
2020-01-12,7,07,4
2020-01-12,8,01,2893
2020-01-12,8,02,20
2020-01-12,8,07,36
2020-01-12,8,22,216
2020-01-12,9,01,60
2020-01-13,1,01,242
2020-01-13,1,12,4
2020-01-13,2,01,5253
2020-01-13,2,05,95
2020-01-13,2,12,663
2020-01-13,3,01,138
2020-01-13,4,01,47
2020-01-13,4,12,2
2020-01-13,5,01,24
2020-01-13,6,01,6
2020-01-13,7,01,409
2020-01-13,8,01,1336
2020-01-13,8,12,72
2020-01-13,9,01,10
2020-01-14,1,01,104
2020-01-14,1,05,25
2020-01-14,2,01,3948
2020-01-14,2,02,908
2020-01-14,2,03,60
2020-01-14,2,04,8018
2020-01-14,2,05,216
2020-01-14,2,07,6054
2020-01-14,3,01,27
2020-01-14,4,01,62
2020-01-14,5,01,12
2020-01-14,5,02,12
2020-01-14,7,01,72
2020-01-14,7,02,27
2020-01-14,8,01,1071
2020-01-14,8,02,114
2020-01-14,8,04,192
2020-01-14,8,05,3
2020-01-14,8,07,144
2020-01-14,9,01,24
2020-01-16,1,01,13
2020-01-16,2,01,2867
2020-01-16,3,01,43
2020-01-16,4,01,28
2020-01-16,7,01,735
2020-01-16,8,01,516
2020-01-17,1,01,233
2020-01-17,1,05,31
2020-01-17,2,01,5647
2020-01-17,2,02,226
2020-01-17,2,03,151
2020-01-17,2,05,505
2020-01-17,2,10,232
2020-01-17,3,01,60
2020-01-17,3,05,4
2020-01-17,3,10,6
2020-01-17,4,01,142
2020-01-17,4,03,17
2020-01-17,4,05,11
2020-01-17,5,05,24
2020-01-17,7,01,33
2020-01-17,7,03,24
2020-01-17,8,01,1254
2020-01-17,8,02,37
2020-01-17,8,03,12
2020-01-17,8,10,50
2020-01-17,9,01,2
2020-01-18,1,01,932
2020-01-18,1,05,24
2020-01-18,1,07,12
2020-01-18,1,09,36
2020-01-18,2,01,76661
2020-01-18,2,05,76
2020-01-18,2,07,56
2020-01-18,2,09,227
2020-01-18,2,11,656
2020-01-18,3,01,5
2020-01-18,3,07,6
2020-01-18,3,09,24
2020-01-18,3,11,90
2020-01-18,4,01,232
2020-01-18,7,01,148
2020-01-18,7,07,96
2020-01-18,7,09,4
2020-01-18,8,01,717
2020-01-18,8,05,12
2020-01-18,8,07,116
2020-01-18,8,11,452
2020-01-19,1,01,129
2020-01-19,1,08,61
2020-01-19,2,01,4694
2020-01-19,2,02,380
2020-01-19,2,03,103
2020-01-19,2,04,5132
2020-01-19,2,05,36
2020-01-19,2,08,2111
2020-01-19,2,09,43
2020-01-19,3,01,251
2020-01-19,3,08,3
2020-01-19,3,09,1
2020-01-19,4,01,96
2020-01-19,4,04,100
2020-01-19,4,08,24
2020-01-19,5,01,24
2020-01-19,7,01,86
2020-01-19,7,08,24
2020-01-19,8,01,1278
2020-01-19,8,02,3
2020-01-19,8,03,10
2020-01-19,8,04,840
2020-01-19,8,08,409
2020-01-19,8,09,4
2020-01-19,9,01,25
2020-01-19,9,08,18
2020-01-20,1,01,212
2020-01-20,1,02,12
2020-01-20,2,01,3815
2020-01-20,2,02,652
2020-01-20,2,03,15
2020-01-20,2,04,288
2020-01-20,2,07,1188
2020-01-20,2,13,82
2020-01-20,3,01,39
2020-01-20,4,01,70
2020-01-20,4,02,2
2020-01-20,7,01,157
2020-01-20,8,01,1448
2020-01-20,8,02,36
2020-01-20,8,03,6
2020-01-20,8,07,144
2020-01-20,8,13,10
2020-01-21,1,01,152
2020-01-21,2,01,4919
2020-01-21,2,04,5362
2020-01-21,2,12,119
2020-01-21,3,01,188
2020-01-21,4,01,135
2020-01-21,4,04,24
2020-01-21,5,01,24
2020-01-21,7,01,109
2020-01-21,7,12,24
2020-01-21,8,01,1130
2020-01-21,8,04,344
2020-01-21,8,22,162
2020-01-23,1,01,146
2020-01-23,1,02,3
2020-01-23,2,01,3316
2020-01-23,2,02,84
2020-01-23,3,01,124
2020-01-23,4,01,185
2020-01-23,5,01,20
2020-01-23,7,01,54
2020-01-23,7,02,18
2020-01-23,8,01,1255
2020-01-23,8,02,15
2020-01-23,9,01,15
2020-01-24,1,01,94
2020-01-24,2,01,5760
2020-01-24,2,02,84
2020-01-24,2,05,1130
2020-01-24,2,07,34
2020-01-24,2,09,92
2020-01-24,3,01,44
2020-01-24,3,09,5
2020-01-24,4,01,239
2020-01-24,4,05,22
2020-01-24,7,01,335
2020-01-24,8,01,1686
2020-01-24,8,05,40
2020-01-24,8,07,12
2020-01-24,8,09,6
2020-01-24,9,01,4
2020-01-25,1,01,467
2020-01-25,2,01,8499
2020-01-25,2,02,1035
2020-01-25,2,05,1104
2020-01-25,2,13,92
2020-01-25,2,22,600
2020-01-25,3,01,12
2020-01-25,4,01,183
2020-01-25,4,02,10
2020-01-25,6,01,54
2020-01-25,7,01,119
2020-01-25,8,01,2175
2020-01-25,8,02,46
2020-01-25,8,05,34
2020-01-25,8,13,14
2020-01-25,9,01,63
2020-01-26,1,01,1621
2020-01-26,1,07,114
2020-01-26,2,01,4963
2020-01-26,2,05,550
2020-01-26,2,07,511
2020-01-26,2,11,144
2020-01-26,2,12,165
2020-01-26,2,17,185
2020-01-26,3,01,24
2020-01-26,3,11,30
2020-01-26,4,01,737
2020-01-26,4,07,2
2020-01-26,4,11,9
2020-01-26,4,12,6
2020-01-26,4,17,10
2020-01-26,7,01,102
2020-01-26,8,01,846
2020-01-26,8,05,138
2020-01-26,8,07,63
2020-01-26,8,11,50
2020-01-26,8,12,54
2020-01-26,8,17,120
2020-01-27,1,01,220
2020-01-27,1,18,25
2020-01-27,2,01,7496
2020-01-27,2,05,399
2020-01-27,2,07,91
2020-01-27,2,09,837
2020-01-27,2,18,216
2020-01-27,3,01,35
2020-01-27,3,07,6
2020-01-27,3,09,25
2020-01-27,4,01,111
2020-01-27,4,07,6
2020-01-27,4,09,26
2020-01-27,6,05,6
2020-01-27,6,09,6
2020-01-27,7,01,134
2020-01-27,8,01,1085
2020-01-27,8,07,51
2020-01-27,8,09,135
2020-01-27,8,18,18
2020-01-27,9,01,15
2020-01-28,1,01,6
2020-01-28,1,08,24
2020-01-28,2,01,4231
2020-01-28,2,02,513
2020-01-28,2,03,98
2020-01-28,2,08,286
2020-01-28,2,21,2660
2020-01-28,3,01,6
2020-01-28,3,08,4
2020-01-28,4,01,205
2020-01-28,4,08,6
2020-01-28,5,01,12
2020-01-28,7,01,139
2020-01-28,8,01,747
2020-01-28,8,02,54
2020-01-28,8,03,12
2020-01-28,8,08,18
2020-01-28,8,21,144
2020-01-30,1,01,30
2020-01-30,2,01,2568
2020-01-30,3,01,35
2020-01-30,4,01,56
2020-01-30,7,01,92
2020-01-30,8,01,650
2020-01-31,1,01,945
2020-01-31,1,02,132
2020-01-31,1,05,29
2020-01-31,2,01,6077
2020-01-31,2,02,1291
2020-01-31,2,04,116
2020-01-31,2,05,733
2020-01-31,3,01,7
2020-01-31,3,05,93
2020-01-31,4,01,137
2020-01-31,4,02,20
2020-01-31,4,05,42
2020-01-31,6,01,36
2020-01-31,7,01,928
2020-01-31,8,01,1287
2020-01-31,8,02,376
2020-01-31,8,05,155
2020-02-02,1,01,191
2020-02-02,1,02,42
2020-02-02,1,23,36
2020-02-02,2,01,5822
2020-02-02,2,02,272
2020-02-02,2,05,36
2020-02-02,2,06,168
2020-02-02,2,23,108
2020-02-02,3,01,34
2020-02-02,4,01,106
2020-02-02,5,01,24
2020-02-02,7,01,282
2020-02-02,7,06,22
2020-02-02,8,01,1725
2020-02-02,8,02,51
2020-02-02,8,06,6
2020-02-03,1,01,196
2020-02-03,2,01,6302
2020-02-03,2,15,6
2020-02-03,2,18,398
2020-02-03,3,01,23
2020-02-03,4,01,219
2020-02-03,7,01,78
2020-02-03,8,01,1324
2020-02-03,8,18,61
2020-02-03,9,01,6
2020-02-06,1,01,435
2020-02-06,2,01,8845
2020-02-06,2,05,989
2020-02-06,2,21,49
2020-02-06,3,01,72
2020-02-06,3,05,7
2020-02-06,4,01,290
2020-02-06,4,05,40
2020-02-06,4,21,4
2020-02-06,6,01,48
2020-02-06,7,01,427
2020-02-06,7,05,5
2020-02-06,8,01,2450
2020-02-06,8,05,32
2020-02-06,9,01,20
2020-02-08,1,01,456
2020-02-08,1,08,27
2020-02-08,2,01,7466
2020-02-08,2,02,52
2020-02-08,2,05,621
2020-02-08,2,08,2054
2020-02-08,2,13,201
2020-02-08,2,17,183
2020-02-08,3,01,1
2020-02-08,3,13,12
2020-02-08,4,01,294
2020-02-08,4,05,10
2020-02-08,4,08,43
2020-02-08,4,17,10
2020-02-08,5,05,24
2020-02-08,6,01,1000
2020-02-08,7,01,370
2020-02-08,7,13,42
2020-02-08,8,01,782
2020-02-08,8,05,68
2020-02-08,8,08,405
2020-02-08,8,13,6
2020-02-08,8,17,84
2020-02-08,9,01,2
2020-02-09,1,01,47
2020-02-09,1,11,25
2020-02-09,2,01,10935
2020-02-09,2,02,410
2020-02-09,2,05,308
2020-02-09,2,07,138
2020-02-09,2,11,100
2020-02-09,2,13,306
2020-02-09,2,21,162
2020-02-09,2,22,74
2020-02-09,3,01,23
2020-02-09,4,01,82
2020-02-09,4,07,4
2020-02-09,4,11,37
2020-02-09,5,01,38
2020-02-09,7,01,629
2020-02-09,7,11,9
2020-02-09,8,01,1978
2020-02-09,8,02,12
2020-02-09,8,05,4
2020-02-09,8,07,21
2020-02-09,8,11,56
2020-02-09,8,22,12
2020-02-10,1,01,1810
2020-02-10,2,01,5532
2020-02-10,3,01,120
2020-02-10,4,01,95
2020-02-10,5,01,24
2020-02-10,6,01,6
2020-02-10,7,01,82
2020-02-10,8,01,692
2020-02-10,9,01,14
2020-02-11,1,01,4076
2020-02-11,2,01,16105
2020-02-11,2,02,268
2020-02-11,2,03,216
2020-02-11,2,04,2460
2020-02-11,2,05,51
2020-02-11,2,10,485
2020-02-11,2,12,48
2020-02-11,3,01,127
2020-02-11,3,10,88
2020-02-11,4,01,170
2020-02-11,4,10,10
2020-02-11,7,01,183
2020-02-11,8,01,2017
2020-02-11,8,02,20
2020-02-11,8,04,272
2020-02-11,8,05,12
2020-02-11,8,10,56
2020-02-11,9,01,3
2020-02-12,1,01,241
2020-02-12,1,13,100
2020-02-12,2,01,18262
2020-02-12,2,02,912
2020-02-12,2,05,8
2020-02-12,2,11,931
2020-02-12,2,13,401
2020-02-12,2,22,130
2020-02-12,3,01,89
2020-02-12,4,01,170
2020-02-12,4,02,4
2020-02-12,5,01,36
2020-02-12,6,01,200
2020-02-12,7,01,414
2020-02-12,7,02,24
2020-02-12,8,01,3480
2020-02-12,8,02,48
2020-02-12,8,11,96
2020-02-12,9,01,68
2020-02-13,1,01,79
2020-02-13,2,01,2201
2020-02-13,3,01,8
2020-02-13,4,01,64
2020-02-13,5,01,10
2020-02-13,7,01,52
2020-02-13,8,01,342
2020-02-14,1,01,104
2020-02-14,1,05,36
2020-02-14,2,01,7305
2020-02-14,2,05,407
2020-02-14,2,07,805
2020-02-14,2,09,180
2020-02-14,2,10,302
2020-02-14,3,01,101
2020-02-14,4,01,91
2020-02-14,4,10,14
2020-02-14,7,01,1
2020-02-14,7,07,96
2020-02-14,8,01,2601
2020-02-14,8,05,12
2020-02-14,8,07,38
2020-02-14,8,09,36
2020-02-14,8,10,180
2020-02-14,9,01,27
2020-02-15,1,01,1938
2020-02-15,1,07,4
2020-02-15,2,01,6713
2020-02-15,2,02,96
2020-02-15,2,03,8304
2020-02-15,2,07,2148
2020-02-15,2,18,935
2020-02-15,3,01,23
2020-02-15,4,01,144
2020-02-15,5,07,36
2020-02-15,6,01,12
2020-02-15,7,01,184
2020-02-15,7,07,72
2020-02-15,8,01,1262
2020-02-15,8,03,80
2020-02-15,8,07,142
2020-02-15,9,01,9
2020-02-16,1,01,3041
2020-02-16,2,01,7587
2020-02-16,2,02,748
2020-02-16,2,06,98
2020-02-16,2,11,286
2020-02-16,2,19,222
2020-02-16,2,20,978
2020-02-16,3,01,38
2020-02-16,3,20,14
2020-02-16,4,01,321
2020-02-16,4,02,24
2020-02-16,4,20,6
2020-02-16,5,01,24
2020-02-16,7,01,85
2020-02-16,7,20,96
2020-02-16,8,01,1765
2020-02-16,8,20,428
2020-02-17,1,01,681
2020-02-17,2,01,7897
2020-02-17,2,02,82
2020-02-17,2,05,378
2020-02-17,2,07,56
2020-02-17,2,13,448
2020-02-17,3,01,119
2020-02-17,4,01,364
2020-02-17,4,13,16
2020-02-17,7,01,379
2020-02-17,8,01,2229
2020-02-17,8,02,32
2020-02-17,8,07,30
2020-02-17,8,13,36
2020-02-17,9,01,1
2020-02-18,1,01,79
2020-02-18,2,01,5927
2020-02-18,2,02,604
2020-02-18,2,05,24
2020-02-18,2,07,52
2020-02-18,2,12,98
2020-02-18,3,01,70
2020-02-18,4,01,72
2020-02-18,4,02,24
2020-02-18,7,01,106
2020-02-18,7,02,27
2020-02-18,7,05,48
2020-02-18,8,01,1339
2020-02-18,8,02,108
2020-02-18,8,05,36
2020-02-18,8,07,8
2020-02-18,8,12,12
2020-02-20,1,01,275
2020-02-20,2,01,4005
2020-02-20,3,01,24
2020-02-20,4,01,59
2020-02-20,7,01,83
2020-02-20,8,01,869
2020-02-20,9,01,34
2020-02-21,1,01,17
2020-02-21,2,01,5322
2020-02-21,2,02,321
2020-02-21,2,04,10678
2020-02-21,2,05,769
2020-02-21,2,11,404
2020-02-21,2,13,133
2020-02-21,2,20,152
2020-02-21,3,01,9
2020-02-21,3,02,12
2020-02-21,3,04,288
2020-02-21,3,11,12
2020-02-21,4,01,14
2020-02-21,4,04,50
2020-02-21,4,11,4
2020-02-21,6,01,6
2020-02-21,7,01,65
2020-02-21,7,20,4
2020-02-21,8,01,844
2020-02-21,8,04,1192
2020-02-21,8,05,12
2020-02-21,8,11,28
2020-02-21,8,13,60
2020-02-21,8,20,17
2020-02-22,1,01,864
2020-02-22,2,01,14458
2020-02-22,2,04,2644
2020-02-22,3,01,90
2020-02-22,4,01,138
2020-02-22,5,01,24
2020-02-22,7,01,562
2020-02-22,8,01,1722
2020-02-22,8,04,296
2020-02-22,9,01,107
2020-02-23,1,01,204
2020-02-23,2,01,7920
2020-02-23,2,02,348
2020-02-23,2,05,186
2020-02-23,2,07,628
2020-02-23,3,01,90
2020-02-23,3,07,8
2020-02-23,4,01,345
2020-02-23,5,01,12
2020-02-23,7,01,1327
2020-02-23,8,01,1028
2020-02-23,8,02,12
2020-02-23,8,05,12
2020-02-23,8,07,32
2020-02-23,9,01,1
2020-02-24,1,01,153
2020-02-24,1,08,14
2020-02-24,2,01,8348
2020-02-24,2,08,381
